2025년도 제3회 일반 및 기타특별회계 추가경정 예산서 (경기도 구리시),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,__sheet__,__file__
2025,추경3회,일반회계,가족복지과,어린이집 교직원 처우개선 지원(어린이집 교직원 처우개선비),301-02,"사회보장적수혜금(취약계층, 지방재원)",○어린이집 교직원 처우개선비,1222073,1292073,-70000,0,0,0,0,-21000,0,-49000,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,특수보육 활성화 지원(영아 표준보육과정 프로그램),307-10,사회복지시설법정운영비보조,○영아 표준보육과정 프로그램 지원,141660,111120,30540,0,0,0,0,9162,0,21378,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,시간제보육서비스 제공 지원,307-10,사회복지시설법정운영비보조,○시간제보육서비스 제공 지원,222240,142680,79560,39780,0,0,0,19890,0,19890,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,외국인 자녀 보육료 지원,301-02,"사회보장적수혜금(취약계층, 지방재원)",○외국인 자녀 보육료 지원,39150,50400,-11250,0,0,0,0,-3375,0,-7875,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,어린이집 운영비 지원(0~2세),307-11,사회복지사업보조,○어린이집 운영비 지원(0~2세),174840,161280,13560,0,0,0,0,13560,0,0,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,아동복지 행사 지원,201-03,행사운영비,○어린이날 기념행사,14297,20000,-5703,0,0,0,0,0,0,-5703,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,지역아동센터 운영비 지원,307-10,사회복지시설법정운영비보조,○지역아동센터 운영비 지원,288832,270760,0,0,0,0,0,0,0,0,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,지역아동센터 운영비 지원,307-10,사회복지시설법정운영비보조,  ｏ30인 이상,101200,83128,18072,0,9036,0,0,4518,0,4518,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,장애통합지역아동센터 지원,307-10,사회복지시설법정운영비보조,○장애통합지역아동센터 지원,41088,40488,600,0,0,0,0,180,0,420,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,지역아동센터 인건비지원사업(지특),307-10,사회복지시설법정운영비보조,○지역아동센터 인건비 지원(지특),1757868,1724940,0,0,0,0,0,0,0,0,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,지역아동센터 인건비지원사업(지특),307-10,사회복지시설법정운영비보조,  ｏ생활복지사,1119552,1086624,32928,0,16464,0,0,8232,0,8232,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,지역아동센터 인건비 추가지원(호봉제),307-10,사회복지시설법정운영비보조,○지역아동센터 인건비 추가지원(호봉제),411872,555662,-143790,0,0,0,0,-43137,0,-100653,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,다함께돌봄센터 인건비 추가지원,307-10,사회복지시설법정운영비보조,○다함께돌봄센터 인건비 추가지원,69562,48305,21257,0,0,0,0,6377,0,14880,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,다함께돌봄센터 인건비 추가지원,307-10,사회복지시설법정운영비보조,○다함께돌봄센터 명절수당,46827,51084,-4257,0,0,0,0,-1277,0,-2980,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,다함께돌봄센터 운영비 지원,307-05,민간위탁금,○다함께돌봄센터(1호) 갈매 운영비,12800,12000,800,0,400,0,0,200,0,200,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,다함께돌봄센터 운영비 지원,307-05,민간위탁금,○다함께돌봄센터(2호) 행복주택 운영비,12800,12000,800,0,400,0,0,200,0,200,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,다함께돌봄센터 운영비 지원,307-05,민간위탁금,○다함께돌봄센터(3호) 산마루 운영비,12800,12000,800,0,400,0,0,200,0,200,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,다함께돌봄센터 운영비 지원,307-05,민간위탁금,○다함께돌봄센터(4호) 하나로 운영비,12800,12000,800,0,400,0,0,200,0,200,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,다함께돌봄센터 운영비 지원,307-05,민간위탁금,○다함께돌봄센터(5호) 오빌 운영비,12800,12000,800,0,400,0,0,200,0,200,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,다함께돌봄센터 방학 중 어린이 행복밥상 지원,301-02,"사회보장적수혜금(취약계층, 지방재원)",○다함께돌봄센터(6호) 동인 방학 중 아동급식비 지원,4050,5400,-1350,0,0,0,0,-405,0,-945,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,다함께돌봄센터 방학 중 어린이 행복밥상 지원,307-11,사회복지사업보조,○다함께돌봄센터 방학 중 아동급식비 지원,27000,46170,-19170,0,0,0,0,-5751,0,-13419,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,다함께돌봄센터 돌봄인력 지원,307-05,민간위탁금,○다함께돌봄센터 돌봄인력 지원,101580,83280,18300,0,0,0,0,5490,0,12810,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,아동발달지원계좌,301-01,사회보장적수혜금(국고보조재원),○아동발달지원계좌 지원,423537,622705,-199168,-139417,0,0,0,-8963,0,-50788,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,요보호아동 그룹홈형태 보호,307-10,사회복지시설법정운영비보조,○요보호아동 그룹홈 운영비 지원,146228,146028,200,81,0,0,0,60,0,59,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,요보호아동 그룹홈 인건비 추가  지원,307-10,사회복지시설법정운영비보조,○요보호아동 그룹홈 인건비 추가지원,20380,15780,4600,0,0,0,0,1380,0,3220,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,입양가정위탁 가족심리상담 지원,301-02,"사회보장적수혜금(취약계층, 지방재원)",○입양가정위탁가족심리상담지원,4000,4600,-600,0,0,0,0,-180,0,-420,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,지역아동보호전문기관 운영,307-05,민간위탁금,○아동보호전문기관 운영 지원,488760,488560,200,100,0,0,0,50,0,50,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,학대피해아동쉼터 운영,307-05,민간위탁금,○학대피해아동쉼터 운영 지원,517800,517400,400,160,0,0,0,120,0,120,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 가족센터 운영 집행잔액 및 이자 반납,30018,0,30018,0,0,0,0,0,0,30018,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 공동육아나눔터 운영 집행잔액 및 이자 반납,455,0,455,0,0,0,0,0,0,455,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 아이돌봄지원사업 집행잔액 및 이자 반납,430309,0,430309,0,0,0,0,0,0,430309,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 가정폭력피해자 지원사업(기금사업) 국비 집행잔액,460,0,460,0,0,0,0,0,0,460,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 가정폭력피해자 지원사업(기금사업) 국비 이자발생액,161,0,161,0,0,0,0,0,0,161,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 성폭력 피해자 지원사업(국비) 집행잔액,3254,0,3254,0,0,0,0,0,0,3254,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,"○2024년 어린이집 운영지원(교재교구비,급식위생관리지원금) 집행잔액 반납",18101,0,18101,0,0,0,0,0,0,18101,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 다함께돌봄센터 운영비 집행잔액 및 발생이자,146,0,146,0,0,0,0,0,0,146,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 다함께돌봄센터 인건비 집행잔액 및 이자,3628,0,3628,0,0,0,0,0,0,3628,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 아동보호 전담요원사업 집행잔액,814,0,814,0,0,0,0,0,0,814,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 아동보호 전담요원사업 이자,117,0,117,0,0,0,0,0,0,117,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 전문아동보호비 집행잔액,5600,0,5600,0,0,0,0,0,0,5600,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 요보호아동 그룹홈 형태보호 집행잔액,3245,0,3245,0,0,0,0,0,0,3245,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 요보호아동 그룹홈 형태보호 이자,1,0,1,0,0,0,0,0,0,1,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 저소득 한부모가족 지원 집행잔액,53379,0,53379,0,0,0,0,0,0,53379,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 청소년부모 아동양육비 지원 집행잔액,500,0,500,0,0,0,0,0,0,500,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 청소년 한부모 자립지원 집행잔액,728,0,728,0,0,0,0,0,0,728,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 취약계층아동통합서비스(드림스타트) 지원사업  집행잔액 반납,8164,0,8164,0,0,0,0,0,0,8164,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 취약계층아동통합서비스(드림스타트) 지원사업 이자 반납,37,0,37,0,0,0,0,0,0,37,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 아동발달지원계좌 지원 집행잔액 및 이자,161421,0,161421,0,0,0,0,0,0,161421,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 부모급여 지원사업 집행잔액,117858,0,117858,0,0,0,0,0,0,117858,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 부모급여 지원사업 이자,14493,0,14493,0,0,0,0,0,0,14493,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 가정양육수당 지원사업 집행잔액,25776,0,25776,0,0,0,0,0,0,25776,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 가정양육수당 지원사업 이자,116,0,116,0,0,0,0,0,0,116,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 영유아보육료 지원사업 이자,29376,0,29376,0,0,0,0,0,0,29376,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 어린이집 환경개선(기능보강) 사업 집행잔액,305,0,305,0,0,0,0,0,0,305,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 어린이집 환경개선(기능보강) 사업 이자,153,0,153,0,0,0,0,0,0,153,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 국공립어린집 확충(생활SOC복합화) 집행잔액,858,0,858,0,0,0,0,0,0,858,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2023년 국공립어린집 확충(생활SOC복합화) 이월 집행잔액,88,0,88,0,0,0,0,0,0,88,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 국공립어린집 확충(생활SOC복합화) 이자,103,0,103,0,0,0,0,0,0,103,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,"○2024년 보육교직원 처우개선 지원 사업(교사근무환경개선비, 교사겸직원장지원비) 집행잔액",2535,0,2535,0,0,0,0,0,0,2535,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,"○2024년 보육교직원 처우개선 지원 사업(교사근무환경개선비, 교사겸직원장지원비) 이자",232,0,232,0,0,0,0,0,0,232,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 시간제 보육서비스 제공지원 진행잔액,8464,0,8464,0,0,0,0,0,0,8464,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 시간제 보육서비스 제공지원 발생이자,134,0,134,0,0,0,0,0,0,134,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 보육교직원 인건비 발생이자,1767,0,1767,0,0,0,0,0,0,1767,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 보육교직원 인건비 집행잔액,32271,0,32271,0,0,0,0,0,0,32271,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 보호종료아동 자립수당 집행잔액 및 이자,5240,0,5240,0,0,0,0,0,0,5240,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-01,국고보조금반환금,○2024년 입양아동 양육보조금·양육수당  집행잔액 및 이자,11070,0,11070,0,0,0,0,0,0,11070,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 1인가구 지원사업 집행잔액 및 이자 반납,279,0,279,0,0,0,0,0,0,279,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 1인가구 자유주제 제안사업 이자 반납,2,0,2,0,0,0,0,0,0,2,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 가족서비스 기능강화 사업 집행잔액 및 이자 반납,21475,0,21475,0,0,0,0,0,0,21475,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 가정의 날 행사 지원사업 이자 반납,3,0,3,0,0,0,0,0,0,3,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 행복한 가족 프로그램 이자 반납,2,0,2,0,0,0,0,0,0,2,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 1인가구 병원 안심동행 사업 집행잔액 및 이자 반납,1377,0,1377,0,0,0,0,0,0,1377,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 가족센터 종사자 특수근무수당 처우개선비 집행잔액 및 이자 반납,3384,0,3384,0,0,0,0,0,0,3384,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 가정폭력피해자 지원사업(기금/지원) 도비 집행잔액,94,0,94,0,0,0,0,0,0,94,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 가정폭력피해자 지원사업(기금/지원)도비 이자발생액,73,0,73,0,0,0,0,0,0,73,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 여성폭력피해자 지원시설 인건비 지원사업 도비 집행잔액,1809,0,1809,0,0,0,0,0,0,1809,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 여성폭력피해자 지원시설 인건비 지원사업 도비 이자발생액,6,0,6,0,0,0,0,0,0,6,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 성폭력 피해자 지원사업(도비) 집행잔액,698,0,698,0,0,0,0,0,0,698,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 도민대상 폭력예방교육 이자발생액,4,0,4,0,0,0,0,0,0,4,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2022년 도민대상 폭력예방교육 일부반환처분액,150,0,150,0,0,0,0,0,0,150,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2022년 도민대상 폭력예방교육 제재부가금,225,0,225,0,0,0,0,0,0,225,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2023년 가정폭력 가해자 교정치료․피해자 치료회복 프로그램 일부반환처분액,158,0,158,0,0,0,0,0,0,158,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2023년 가정폭력 가해자 교정치료․피해자 치료회복 프로그램  환수금 이자발생액,2,0,2,0,0,0,0,0,0,2,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 불법촬영시민감시단 운영 지원 사업 집행잔액,9,0,9,0,0,0,0,0,0,9,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 불법촬영시민감시단 운영 지원 사업 이자발생액,11,0,11,0,0,0,0,0,0,11,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 여성1인가구 여성안심 패키지 지원 집행잔액,68,0,68,0,0,0,0,0,0,68,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 여성1인가구 여성안심 패키지 지원 이자발생액,11,0,11,0,0,0,0,0,0,11,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 취약계층아동통합서비스(드림스타트) 지원사업 집행잔액 반납,628,0,628,0,0,0,0,0,0,628,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 내외국인 문화다양성 이해교육 이자 반납,4,0,4,0,0,0,0,0,0,4,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 취약계층아동통합서비스(드림스타트) 지원사업 이자 반납,3,0,3,0,0,0,0,0,0,3,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 다문화가족 도비지원사업 집행잔액 및 이자 반납,1561,0,1561,0,0,0,0,0,0,1561,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 가사 스트레스 해소 지원사업 이자 반납,2,0,2,0,0,0,0,0,0,2,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 아이돌보미 독감예방접종 사업 집행잔액 및 이자 반납,412,0,412,0,0,0,0,0,0,412,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 아이돌보미 영아돌봄수당 지원 사업 집행잔액 및 이자 반납,894,0,894,0,0,0,0,0,0,894,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 방문형 긴급돌봄 강화사업 집행잔액 및 이자 반납,6324,0,6324,0,0,0,0,0,0,6324,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 기준중위소득 150%이하 가구 본인부담금 지원사업 집행잔액 및 이자 반납,7938,0,7938,0,0,0,0,0,0,7938,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 둘째아 이상 출생가구 본인부담금 지원사업 집행잔액 및 이자 반납,5475,0,5475,0,0,0,0,0,0,5475,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 공동육아나눔터 운영 집행잔액 및 이자 반납,319,0,319,0,0,0,0,0,0,319,데이터,가족복지과.xlsx
2025,추경3회,일반회계,가족복지과,보전지출(가족복지과),802-02,시ㆍ도비보조금반환금,○2024년 아이돌봄지원사업 집행잔액 및 이자 반납,92210,0,92210,0,0,0,0,0,0,92210,데이터,가족복지과.xlsx
